FECHA,KITENI,PS#1,PS#2,PS#3,PS#4
2010-06-14,0.0,0.0,0.0,0.0,0
2010-06-15,0.0,0.0,0.0,0.0,0
2010-06-16,0.0,0.0,0.0,0.0,0
2010-06-17,0.0,0.0,0.0,0.0,0
2010-06-18,0.0,0.0,0.0,0.0,0
2010-06-19,0.0,0.0,0.0,0.0,0
2010-06-20,0.0,0.4,0.0,0.0,0
2010-06-21,0.0,0.0,0.0,0.0,0
2010-06-22,0.0,0.0,0.0,0.0,0
2010-06-23,0.0,0.0,0.0,0.0,0
2010-06-24,2.6,0.0,31.0,0.0,0
2010-06-25,0.0,0.0,1.0,0.0,0
2010-06-26,0.0,0.0,0.0,0.0,0
2010-06-27,0.0,9.8,0.0,0.0,0
2010-06-28,0.0,0.0,0.0,0.0,0
2010-06-29,3.0,5.8,0.1,1.0,0
2010-07-01,3.0,0.0,0.0,15.5,0
2010-07-01,0.0,0.0,2.2,0.0,0
2010-07-01,0.0,0.0,0.0,0.0,0
2010-07-02,0.0,0.0,0.0,0.0,0
2010-07-03,0.0,0.0,0.0,0.0,0
2010-07-04,0.0,0.0,0.0,0.0,0
2010-07-05,0.0,0.0,0.0,0.0,0
2010-07-06,0.0,0.0,0.0,0.0,0
2010-07-07,0.0,25.1,0.0,0.0,0
2010-07-08,0.0,57.4,0.0,1.0,0
2010-07-09,0.0,18.2,0.0,0.0,0
2010-07-10,0.0,0.0,4.0,0.0,0
2010-07-11,0.1,15.4,1.2,0.0,0
2010-07-12,0.0,5.8,0.0,0.0,0
2010-07-13,0.0,0.0,0.0,0.0,0
2010-07-14,0.0,0.0,0.0,0.0,0
2010-07-15,0.0,0.0,0.0,0.0,0
2010-07-16,2.6,0.4,6.6,0.0,0
2010-07-17,2.6,7.2,5.6,10.0,0
2010-07-18,0.0,0.0,0.2,2.0,0
2010-07-19,0.0,3.2,0.0,0.5,0
2010-07-20,0.0,0.8,0.0,0.0,0
2010-07-21,0.0,0.0,0.0,0.0,0
2010-07-22,0.0,6.6,0.0,0.0,0
2010-07-23,0.0,0.0,0.0,0.0,0
2010-07-24,0.0,0.0,0.0,0.0,0
2010-07-25,0.0,0.0,0.0,0.0,0
2010-07-26,0.0,0.0,0.0,0.0,0
2010-07-27,0.0,0.0,0.0,0.0,0
2010-07-28,0.0,0.0,0.0,0.0,0
2010-07-29,0.0,0.0,0.0,0.0,0
2010-07-30,0.0,0.0,0.0,0.0,0
2010-07-31,0.0,0.0,0.0,0.0,0
2010-08-01,0.0,0.0,0.0,0.0,0
2010-08-02,0.0,0.0,0.0,0.0,0
2010-08-03,0.0,0.0,0.0,0.0,0
2010-08-04,0.0,0.0,0.0,0.5,0
2010-08-05,0.0,0.0,0.0,0.0,0
2010-08-06,0.0,0.0,0.0,1.0,0
2010-08-07,0.0,0.0,0.0,0.0,0
2010-08-08,0.0,0.0,0.0,0.0,0
2010-08-09,0.0,0.0,0.0,0.0,0
2010-08-10,0.0,0.0,0.0,0.0,0
2010-08-11,0.0,0.0,0.0,0.0,0
2010-08-12,0.0,0.0,0.0,0.0,0
2010-08-13,0.0,0.0,0.0,0.0,0
2010-08-14,0.0,0.0,0.0,0.0,0
2010-08-15,0.0,0.0,0.0,1.0,0
2010-08-16,0.0,0.0,0.0,0.0,0
2010-08-17,0.0,0.0,0.0,0.0,0
2010-08-18,0.0,0.0,0.0,0.0,0
2010-08-19,0.0,0.0,0.0,0.0,0
2010-08-20,0.0,0.0,0.0,0.0,0
2010-08-21,0.0,0.0,0.0,0.0,0
2010-08-22,0.0,0.0,0.0,0.0,0
2010-08-23,0.0,0.0,0.0,0.0,0
2010-08-24,0.0,0.0,0.0,0.0,0
2010-08-25,0.0,0.0,0.0,0.0,0
2010-08-26,0.0,0.0,0.0,0.0,0
2010-08-27,0.0,0.0,0.0,2.5,0
2010-08-28,0.0,0.0,0.0,3.0,0
2010-08-29,0.0,0.0,33.2,0.0,0
2010-08-30,0.0,14.8,4.2,0.5,0
2010-08-31,20.6,0.0,6.4,1.0,0
2010-09-01,0.0,4.2,3.0,6.2,0
2010-09-02,13.8,13.8,15.3,61.0,0
2010-09-03,4.6,11.0,19.0,27.0,0
2010-09-04,0.0,56.6,5.1,0.0,0
2010-09-05,0.0,10.4,1.8,4.0,0
2010-09-06,0.0,0.4,0.0,43.0,0
2010-09-07,0.0,0.2,0.0,7.0,0
2010-09-08,0.0,0.0,0.0,0.0,0
2010-09-09,0.0,0.0,0.0,0.0,0
2010-09-10,0.0,0.0,0.0,0.0,0
2010-09-11,0.0,0.0,0.0,0.0,0
2010-09-12,0.0,0.0,0.0,0.0,0
2010-09-13,0.0,0.0,0.0,0.0,0
2010-09-14,3.2,1.8,3.4,0.0,0
2010-09-15,6.2,7.6,18.3,16.0,0
2010-09-16,0.0,0.0,0.0,0.0,0
2010-09-17,0.0,0.0,0.0,0.0,0
2010-09-18,8.0,0.0,2.1,0.0,0
2010-09-19,0.0,0.0,0.0,0.0,0
2010-09-20,0.0,0.0,0.0,0.0,0
2010-09-21,0.0,0.0,0.0,0.0,0
2010-09-22,0.0,0.0,0.0,0.0,0
2010-09-23,0.0,0.0,0.0,0.0,0
2010-09-24,0.0,3.2,8.6,0.0,0
2010-09-25,23.2,0.0,1.2,0.0,0
2010-09-26,23.2,0.0,14.6,0.0,0
2010-09-27,33.0,3.2,22.1,0.0,0
2010-09-28,0.6,0.2,1.2,0.0,0
2010-09-29,57.4,0.0,0.3,0.0,0
2010-09-30,0.2,7.0,17.2,0.0,0
2010-10-01,0.0,0.4,0.0,0.0,0
2010-10-02,0.0,0.0,0.0,0.0,0
2010-10-03,21.3,25.0,15.0,0.0,0
2010-10-04,0.0,0.0,0.0,0.0,0
2010-10-05,0.0,0.0,0.0,1.0,0
2010-10-06,0.0,0.0,0.0,0.0,0
2010-10-07,0.0,0.0,0.0,0.0,0
2010-10-08,0.0,26.4,0.0,27.0,0
2010-10-09,0.0,0.0,0.0,0.3,0
2010-10-10,0.0,0.0,3.2,1.0,0
2010-10-11,16.2,21.0,21.5,27.0,0
2010-10-12,0.0,0.0,0.0,26.0,0
2010-10-13,0.0,0.0,0.0,1.0,0
2010-10-14,0.0,0.0,12.0,0.0,0
2010-10-15,0.0,0.0,0.0,0.0,0
2010-10-16,1.6,8.4,1.3,14.0,0
2010-10-17,0.0,0.0,5.3,2.3,0
2010-10-18,0.0,0.0,0.0,1.0,0
2010-10-19,1.4,3.0,5.3,2.0,0
2010-10-20,12.6,62.0,20.3,24.0,0
2010-10-21,0.0,0.0,0.0,0.0,0
2010-10-22,1.4,2.4,6.2,0.0,0
2010-10-23,0.0,0.0,0.1,0.0,0
2010-10-24,9.6,35.0,42.3,1.0,0
2010-10-25,0.0,0.0,0.0,1.0,0
2010-10-26,5.0,112.3,0.0,17.0,0
2010-10-27,17.4,9.2,4.0,20.0,0
2010-10-28,0.0,0.0,8.4,0.0,0
2010-10-29,14.0,0.0,32.6,0.0,0
2010-10-30,0.0,22.4,4.4,0.0,0
2010-10-31,56.0,135.5,46.0,24.0,0
2010-11-01,12.6,137.0,19.6,10.0,0
2010-11-02,30.6,23.0,13.6,18.0,0
2010-11-03,0.0,0.0,0.0,2.5,0
2010-11-04,0.0,0.0,0.0,0.0,0
2010-11-05,0.0,0.0,0.0,0.0,0
2010-11-06,0.0,52.3,12.0,0.0,0
2010-11-07,0.0,0.0,0.7,1.0,0
2010-11-08,0.0,0.0,0.0,0.0,0
2010-11-09,0.0,5.4,0.0,0.0,0
2010-11-10,6.4,13.2,14.2,1.0,0
2010-11-11,11.0,13.6,6.5,14.0,0
2010-11-12,1.8,0.0,3.4,8.0,0
2010-11-13,0.0,0.0,0.0,8.0,0
2010-11-14,0.0,2.0,0.2,1.0,0
2010-11-15,1.5,0.0,0.0,1.0,0
2010-11-16,2.9,2.2,2.0,2.5,0
2010-11-17,0.4,52.0,5.2,2.0,0
2010-11-18,9.2,9.2,8.2,22.0,0
2010-11-19,0.0,20.6,3.2,0.0,0
2010-11-20,0.0,0.0,2.0,0.0,0
2010-11-21,0.0,0.0,0.4,0.0,0
2010-11-22,25.0,5.0,24.0,0.0,0
2010-11-23,3.2,2.0,8.2,5.0,0
2010-11-24,2.0,61.4,3.6,0.0,0
2010-11-25,2.4,66.0,1.2,0.0,0
2010-11-26,6.2,7.0,15.8,7.0,0
2010-11-27,0.0,1.0,4.0,5.0,0
2010-11-28,0.0,0.0,0.0,0.0,0
2010-11-29,16.5,55.4,0.2,0.0,0
2010-11-30,30.1,45.4,44.8,0.0,0
2010-12-01,3.5,16.0,0.0,2.0,0
2010-12-02,0.0,8.3,0.8,2.0,0
2010-12-03,0.0,0.0,0.0,1.5,0
2010-12-04,6.6,13.3,48.8,33.5,0
2010-12-05,30.4,51.2,55.2,8.5,0
2010-12-06,0.0,0.0,8.2,0.0,0
2010-12-07,0.0,0.0,2.0,1.0,0
2010-12-08,0.0,10.6,12.8,4.0,0
2010-12-09,0.0,0.0,0.0,1.0,0
2010-12-10,18.3,0.0,0.0,13.0,0
2010-12-11,4.2,1.2,12.4,0.0,0
2010-12-12,0.0,0.0,3.4,8.0,0
2010-12-13,24.5,17.4,0.0,10.0,0
2010-12-14,2.0,5.0,9.2,3.0,0
2010-12-15,0.2,24.2,3.4,0.0,0
2010-12-16,0.0,0.0,0.0,5.0,0
2010-12-17,0.0,0.0,1.6,8.0,0
2010-12-18,0.3,9.3,5.2,1.0,0
2010-12-19,22.6,35.2,30.4,5.0,0
2010-12-20,0.0,28.2,2.4,2.0,0
2010-12-21,22.2,76.0,22.4,16.0,0
2010-12-22,6.2,13.2,13.6,3.0,0
2010-12-23,0.0,2.0,0.0,7.8,0
2010-12-24,24.2,17.6,39.8,6.7,0
2010-12-25,1.5,0.0,10.2,19.0,0
2010-12-26,0.0,0.0,13.6,7.8,0
2010-12-27,37.1,3.2,14.6,3.0,0
2010-12-28,31.2,3.4,68.6,2.5,0
2010-12-29,18.0,4.2,6.4,1.5,0
2010-12-30,4.4,23.0,8.4,1.5,0
2010-12-31,12.1,10.4,4.4,0.0,0
